observation_date,DEXTAUS
2007-04-30,33.3300
2007-05-01,33.3500
2007-05-02,33.3400
2007-05-03,33.3000
2007-05-04,33.2700
2007-05-07,33.2100
2007-05-08,33.2600
2007-05-09,33.2800
2007-05-10,33.3300
2007-05-11,33.2800
2007-05-14,33.3200
2007-05-15,33.3300
2007-05-16,33.3400
2007-05-17,33.3700
2007-05-18,33.3500
2007-05-21,33.3800
2007-05-22,33.3900
2007-05-23,33.4100
2007-05-24,33.2900
2007-05-25,33.2300
2007-05-28,
2007-05-29,33.0200
2007-05-30,32.9700
2007-05-31,33.0900
2007-06-01,33.0000
2007-06-04,33.0000
2007-06-05,32.9900
2007-06-06,33.0100
2007-06-07,33.0300
2007-06-08,32.9800
2007-06-11,33.0200
2007-06-12,33.0200
2007-06-13,33.0500
2007-06-14,33.1700
2007-06-15,33.1800
2007-06-18,33.1700
2007-06-19,33.1500
2007-06-20,33.0500
2007-06-21,32.9300
2007-06-22,32.7500
2007-06-25,32.7400
2007-06-26,32.7700
2007-06-27,32.8000
2007-06-28,32.8200
2007-06-29,32.8300
2007-07-02,32.7700
2007-07-03,32.7900
2007-07-04,
2007-07-05,32.7900
2007-07-06,32.8400
2007-07-09,32.7900
2007-07-10,32.7800
2007-07-11,32.7800
2007-07-12,32.7900
2007-07-13,32.8000
2007-07-16,32.8400
2007-07-17,32.8300
2007-07-18,32.8300
2007-07-19,32.8200
2007-07-20,32.7900
2007-07-23,32.7800
2007-07-24,32.7900
2007-07-25,32.8000
2007-07-26,32.8300
2007-07-27,32.8800
2007-07-30,32.8000
2007-07-31,32.8800
2007-08-01,32.9000
2007-08-02,32.8600
2007-08-03,32.9100
2007-08-06,32.9000
2007-08-07,32.9100
2007-08-08,32.9400
2007-08-09,32.9200
2007-08-10,32.9400
2007-08-13,32.9500
2007-08-14,32.9900
2007-08-15,33.0100
2007-08-16,33.0800
2007-08-17,32.8400
2007-08-20,32.8900
2007-08-21,33.0400
2007-08-22,32.9900
2007-08-23,32.9700
2007-08-24,32.9800
2007-08-27,32.9900
2007-08-28,33.0200
2007-08-29,33.0100
2007-08-30,33.0600
2007-08-31,33.0200
2007-09-03,
2007-09-04,33.0300
2007-09-05,33.0500
2007-09-06,33.0500
2007-09-07,33.0400
2007-09-10,33.0600
2007-09-11,33.0800
2007-09-12,33.0600
2007-09-13,33.0800
2007-09-14,33.0800
2007-09-17,33.0800
2007-09-18,33.1000
2007-09-19,33.0800
2007-09-20,33.0600
2007-09-21,32.9500
2007-09-24,32.9200
2007-09-25,32.9500
2007-09-26,32.9300
2007-09-27,32.9200
2007-09-28,32.6700
2007-10-01,32.5600
2007-10-02,32.5800
2007-10-03,32.5700
2007-10-04,32.5800
2007-10-05,32.6000
2007-10-08,
2007-10-09,32.5900
2007-10-10,32.5900
2007-10-11,32.5700
2007-10-12,32.5800
2007-10-15,32.6000
2007-10-16,32.6000
2007-10-17,32.6100
2007-10-18,32.6000
2007-10-19,32.5700
2007-10-22,32.5700
2007-10-23,32.5800
2007-10-24,32.5700
2007-10-25,32.4800
2007-10-26,32.4600
2007-10-29,32.3900
2007-10-30,32.4000
2007-10-31,32.3900
2007-11-01,32.3800
2007-11-02,32.3900
2007-11-05,32.4000
2007-11-06,32.3800
2007-11-07,32.3400
2007-11-08,32.3000
2007-11-09,32.2700
2007-11-12,
2007-11-13,32.2900
2007-11-14,32.2800
2007-11-15,32.2900
2007-11-16,32.3400
2007-11-19,32.3500
2007-11-20,32.3500
2007-11-21,32.3400
2007-11-22,
2007-11-23,32.3200
2007-11-26,32.3200
2007-11-27,32.3200
2007-11-28,32.3300
2007-11-29,32.3000
2007-11-30,32.2600
2007-12-03,32.3000
2007-12-04,32.3100
2007-12-05,32.3000
2007-12-06,32.3100
2007-12-07,32.3000
2007-12-10,32.3200
2007-12-11,32.3400
2007-12-12,32.3500
2007-12-13,32.3600
2007-12-14,32.3600
2007-12-17,32.4800
2007-12-18,32.5200
2007-12-19,32.5100
2007-12-20,32.5000
2007-12-21,32.4900
2007-12-24,32.4900
2007-12-25,
2007-12-26,32.5300
2007-12-27,32.5300
2007-12-28,32.5000
2007-12-31,32.4300
2008-01-01,
2008-01-02,32.4400
2008-01-03,32.4300
2008-01-04,32.4200
2008-01-07,32.4900
2008-01-08,32.4600
2008-01-09,32.4700
2008-01-10,32.4900
2008-01-11,32.4700
2008-01-14,32.3300
2008-01-15,32.2300
2008-01-16,32.2700
2008-01-17,32.2800
2008-01-18,32.3100
2008-01-21,
2008-01-22,32.4400
2008-01-23,32.4100
2008-01-24,32.3400
2008-01-25,32.2900
2008-01-28,32.3200
2008-01-29,32.2900
2008-01-30,32.2000
2008-01-31,32.1500
2008-02-01,32.0300
2008-02-04,32.0300
2008-02-05,32.0000
2008-02-06,32.0000
2008-02-07,32.0000
2008-02-08,32.0000
2008-02-11,32.0000
2008-02-12,31.8700
2008-02-13,31.6300
2008-02-14,31.6900
2008-02-15,31.7300
2008-02-18,
2008-02-19,31.6600
2008-02-20,31.6300
2008-02-21,31.5200
2008-02-22,31.3100
2008-02-25,31.2500
2008-02-26,31.1800
2008-02-27,30.9000
2008-02-28,30.9000
2008-02-29,30.9200
2008-03-03,31.0900
2008-03-04,30.9100
2008-03-05,30.8300
2008-03-06,30.7000
2008-03-07,30.7100
2008-03-10,30.6300
2008-03-11,30.5800
2008-03-12,30.6800
2008-03-13,30.6600
2008-03-14,30.7400
2008-03-17,30.8500
2008-03-18,30.7200
2008-03-19,30.7100
2008-03-20,30.6600
2008-03-21,30.5000
2008-03-24,30.1900
2008-03-25,30.0800
2008-03-26,29.9900
2008-03-27,30.1400
2008-03-28,30.3800
2008-03-31,30.3700
2008-04-01,30.3000
2008-04-02,30.3700
2008-04-03,30.4100
2008-04-04,30.4100
2008-04-07,30.4100
2008-04-08,30.5200
2008-04-09,30.4500
2008-04-10,30.3000
2008-04-11,30.2900
2008-04-14,30.3100
2008-04-15,30.2500
2008-04-16,30.2400
2008-04-17,30.2900
2008-04-18,30.4100
2008-04-21,30.2700
2008-04-22,30.2600
2008-04-23,30.2900
2008-04-24,30.3500
2008-04-25,30.3400
2008-04-28,30.4200
2008-04-29,30.4600
2008-04-30,30.4700
2008-05-01,30.5100
2008-05-02,30.4900
2008-05-05,30.4600
2008-05-06,30.4400
2008-05-07,30.6400
2008-05-08,30.8500
2008-05-09,30.7400
2008-05-12,30.7900
2008-05-13,30.8600
2008-05-14,30.9900
2008-05-15,30.9100
2008-05-16,30.6000
2008-05-19,30.4700
2008-05-20,30.5400
2008-05-21,30.4000
2008-05-22,30.3600
2008-05-23,30.4900
2008-05-26,
2008-05-27,30.5300
2008-05-28,30.4900
2008-05-29,30.4400
2008-05-30,30.3700
2008-06-02,30.1500
2008-06-03,30.3700
2008-06-04,30.3500
2008-06-05,30.3800
2008-06-06,30.4100
2008-06-09,30.3200
2008-06-10,30.4400
2008-06-11,30.3400
2008-06-12,30.3900
2008-06-13,30.4400
2008-06-16,30.3800
2008-06-17,30.3300
2008-06-18,30.3800
2008-06-19,30.3900
2008-06-20,30.4200
2008-06-23,30.4400
2008-06-24,30.4000
2008-06-25,30.3300
2008-06-26,30.3900
2008-06-27,30.3700
2008-06-30,30.3600
2008-07-01,30.3700
2008-07-02,30.3800
2008-07-03,30.4300
2008-07-04,
2008-07-07,30.3800
2008-07-08,30.3800
2008-07-09,30.4000
2008-07-10,30.4300
2008-07-11,30.3800
2008-07-14,30.4000
2008-07-15,30.3800
2008-07-16,30.3500
2008-07-17,30.3500
2008-07-18,30.3200
2008-07-21,30.3400
2008-07-22,30.3400
2008-07-23,30.3900
2008-07-24,30.4300
2008-07-25,30.4500
2008-07-28,30.4000
2008-07-29,30.4800
2008-07-30,30.6100
2008-07-31,30.7200
2008-08-01,30.7500
2008-08-04,30.7000
2008-08-05,30.7400
2008-08-06,30.7400
2008-08-07,31.0400
2008-08-08,31.2500
2008-08-11,31.1200
2008-08-12,31.1300
2008-08-13,31.2200
2008-08-14,31.2500
2008-08-15,31.3600
2008-08-18,31.3100
2008-08-19,31.4300
2008-08-20,31.4000
2008-08-21,31.2600
2008-08-22,31.3600
2008-08-25,31.4200
2008-08-26,31.5400
2008-08-27,31.5200
2008-08-28,31.5400
2008-08-29,31.5500
2008-09-01,
2008-09-02,31.8300
2008-09-03,31.7900
2008-09-04,31.8400
2008-09-05,31.8600
2008-09-08,31.7700
2008-09-09,31.8600
2008-09-10,31.9400
2008-09-11,32.1200
2008-09-12,31.9300
2008-09-15,32.0700
2008-09-16,32.0800
2008-09-17,32.0900
2008-09-18,32.2200
2008-09-19,32.1600
2008-09-22,32.0200
2008-09-23,31.9100
2008-09-24,31.9100
2008-09-25,32.0400
2008-09-26,32.1200
2008-09-29,32.0500
2008-09-30,32.2300
2008-10-01,32.1400
2008-10-02,32.1400
2008-10-03,32.1500
2008-10-06,32.3400
2008-10-07,32.3700
2008-10-08,32.4500
2008-10-09,32.4400
2008-10-10,32.4400
2008-10-13,
2008-10-14,32.4000
2008-10-15,32.3800
2008-10-16,32.5500
2008-10-17,32.5700
2008-10-20,32.5800
2008-10-21,32.8000
2008-10-22,32.9800
2008-10-23,33.4300
2008-10-24,33.4250
2008-10-27,33.5000
2008-10-28,33.4500
2008-10-29,33.2000
2008-10-30,32.7500
2008-10-31,32.9700
2008-11-03,32.8600
2008-11-04,32.8600
2008-11-05,32.8200
2008-11-06,32.8000
2008-11-07,32.8100
2008-11-10,32.7700
2008-11-11,
2008-11-12,32.9500
2008-11-13,33.1800
2008-11-14,33.0500
2008-11-17,33.1600
2008-11-18,33.2300
2008-11-19,33.2600
2008-11-20,33.4200
2008-11-21,33.4000
2008-11-24,33.4000
2008-11-25,33.3400
2008-11-26,33.2500
2008-11-27,
2008-11-28,33.2900
2008-12-01,33.3300
2008-12-02,33.4100
2008-12-03,33.5200
2008-12-04,33.5200
2008-12-05,33.5500
2008-12-08,33.4700
2008-12-09,33.4800
2008-12-10,33.4500
2008-12-11,33.2600
2008-12-12,33.2600
2008-12-15,33.1900
2008-12-16,33.0200
2008-12-17,33.5800
2008-12-18,32.4500
2008-12-19,32.4500
2008-12-22,32.9400
2008-12-23,33.0100
2008-12-24,33.0300
2008-12-25,
2008-12-26,32.9900
2008-12-29,32.9900
2008-12-30,32.7600
2008-12-31,32.7600
2009-01-01,
2009-01-02,32.8200
2009-01-05,33.0000
2009-01-06,33.1000
2009-01-07,33.0300
2009-01-08,33.1000
2009-01-09,33.1400
2009-01-12,33.2500
2009-01-13,33.2300
2009-01-14,33.2000
2009-01-15,33.3600
2009-01-16,33.3400
2009-01-19,
2009-01-20,33.6300
2009-01-21,33.5800
2009-01-22,33.5300
2009-01-23,33.6800
2009-01-26,33.6800
2009-01-27,33.6800
2009-01-28,33.6800
2009-01-29,33.6600
2009-01-30,33.7000
2009-02-02,33.7000
2009-02-03,33.7200
2009-02-04,33.6600
2009-02-05,33.6600
2009-02-06,33.6100
2009-02-09,33.7100
2009-02-10,33.9500
2009-02-11,33.9700
2009-02-12,34.0200
2009-02-13,34.0300
2009-02-16,
2009-02-17,34.5800
2009-02-18,34.6300
2009-02-19,34.5800
2009-02-20,34.8000
2009-02-23,34.6100
2009-02-24,34.7300
2009-02-25,34.7400
2009-02-26,34.8400
2009-02-27,35.0000
2009-03-02,35.2100
2009-03-03,35.0800
2009-03-04,35.0500
2009-03-05,34.9300
2009-03-06,34.6600
2009-03-09,34.8100
2009-03-10,34.5800
2009-03-11,34.4600
2009-03-12,34.4800
2009-03-13,34.4900
2009-03-16,34.4000
2009-03-17,34.2100
2009-03-18,34.1800
2009-03-19,33.9000
2009-03-20,33.7500
2009-03-23,33.7700
2009-03-24,33.7700
2009-03-25,33.8200
2009-03-26,33.7500
2009-03-27,33.7600
2009-03-30,33.7600
2009-03-31,33.8700
2009-04-01,33.8200
2009-04-02,33.0500
2009-04-03,33.1600
2009-04-06,33.1000
2009-04-07,33.6000
2009-04-08,33.8800
2009-04-09,33.7400
2009-04-10,33.7800
2009-04-13,33.6800
2009-04-14,33.6100
2009-04-15,33.7800
2009-04-16,33.8000
2009-04-17,32.9900
2009-04-20,33.8200
2009-04-21,33.8500
2009-04-22,33.8500
2009-04-23,33.8100
2009-04-24,33.6900
2009-04-27,33.7200
2009-04-28,33.7900
2009-04-29,33.6400
2009-04-30,33.0600
2009-05-01,33.1400
2009-05-04,32.9900
2009-05-05,33.0200
2009-05-06,33.1400
2009-05-07,33.1100
2009-05-08,33.0100
2009-05-11,32.9300
2009-05-12,32.8300
2009-05-13,32.9100
2009-05-14,32.9500
2009-05-15,32.9200
2009-05-18,32.9800
2009-05-19,32.8500
2009-05-20,32.8000
2009-05-21,32.7100
2009-05-22,32.5500
2009-05-25,
2009-05-26,32.6300
2009-05-27,32.7200
2009-05-28,32.6300
2009-05-29,32.5700
2009-06-01,32.3600
2009-06-02,32.3700
2009-06-03,32.4900
2009-06-04,32.5800
2009-06-05,32.6400
2009-06-08,32.8700
2009-06-09,32.7400
2009-06-10,32.6800
2009-06-11,32.7200
2009-06-12,32.7900
2009-06-15,32.9400
2009-06-16,32.8700
2009-06-17,32.9600
2009-06-18,32.8800
2009-06-19,32.8600
2009-06-22,32.8900
2009-06-23,32.8800
2009-06-24,32.8500
2009-06-25,32.9500
2009-06-26,32.9500
2009-06-29,32.9000
2009-06-30,32.7700
2009-07-01,32.6900
2009-07-02,32.9000
2009-07-03,32.8700
2009-07-06,32.9800
2009-07-07,32.9600
2009-07-08,33.0100
2009-07-09,32.9500
2009-07-10,33.0400
2009-07-13,33.1300
2009-07-14,33.0780
2009-07-15,32.8700
2009-07-16,32.8700
2009-07-17,32.8600
2009-07-20,32.7500
2009-07-21,32.7500
2009-07-22,32.8200
2009-07-23,32.7400
2009-07-24,32.8100
2009-07-27,32.8500
2009-07-28,32.7250
2009-07-29,32.8600
2009-07-30,32.8000
2009-07-31,32.8000
2009-08-03,32.8000
2009-08-04,32.6500
2009-08-05,32.7100
2009-08-06,32.7300
2009-08-07,32.7500
2009-08-10,32.7800
2009-08-11,32.9100
2009-08-12,32.8300
2009-08-13,32.8760
2009-08-14,32.9000
2009-08-17,32.9800
2009-08-18,32.9530
2009-08-19,33.0200
2009-08-20,32.8900
2009-08-21,32.8400
2009-08-24,32.7900
2009-08-25,32.9160
2009-08-26,32.9700
2009-08-27,32.9000
2009-08-28,32.8800
2009-08-31,32.9100
2009-09-01,32.9000
2009-09-02,32.8600
2009-09-03,32.8500
2009-09-04,32.8900
2009-09-07,
2009-09-08,32.6500
2009-09-09,32.6600
2009-09-10,32.6800
2009-09-11,32.5400
2009-09-14,32.6100
2009-09-15,32.5700
2009-09-16,32.4300
2009-09-17,32.4000
2009-09-18,32.4000
2009-09-21,32.3900
2009-09-22,32.3200
2009-09-23,32.3600
2009-09-24,32.3900
2009-09-25,32.4100
2009-09-28,32.4000
2009-09-29,32.4600
2009-09-30,32.0300
2009-10-01,32.1400
2009-10-02,32.2800
2009-10-05,32.1500
2009-10-06,32.1000
2009-10-07,32.0400
2009-10-08,32.0800
2009-10-09,32.2600
2009-10-12,
2009-10-13,32.2600
2009-10-14,32.2200
2009-10-15,32.2300
2009-10-16,32.2500
2009-10-19,32.3100
2009-10-20,32.2700
2009-10-21,32.3500
2009-10-22,32.4000
2009-10-23,32.3900
2009-10-26,32.3900
2009-10-27,32.4600
2009-10-28,32.4400
2009-10-29,32.4800
2009-10-30,32.6100
2009-11-02,32.5000
2009-11-03,32.5800
2009-11-04,32.5100
2009-11-05,32.4700
2009-11-06,32.5100
2009-11-09,32.3000
2009-11-10,32.3600
2009-11-11,
2009-11-12,32.3400
2009-11-13,32.1800
2009-11-16,32.1700
2009-11-17,32.1300
2009-11-18,32.1200
2009-11-19,32.3700
2009-11-20,32.3800
2009-11-23,32.2200
2009-11-24,32.2400
2009-11-25,32.2500
2009-11-26,
2009-11-27,32.2300
2009-11-30,32.2000
2009-12-01,32.1300
2009-12-02,32.1200
2009-12-03,32.1000
2009-12-04,32.1600
2009-12-07,32.3000
2009-12-08,32.2200
2009-12-09,32.2500
2009-12-10,32.2900
2009-12-11,32.1700
2009-12-14,32.2800
2009-12-15,32.3100
2009-12-16,32.3100
2009-12-17,32.3200
2009-12-18,32.3800
2009-12-21,32.3500
2009-12-22,32.3500
2009-12-23,32.3600
2009-12-24,32.2900
2009-12-25,
2009-12-28,32.2800
2009-12-29,32.3200
2009-12-30,32.1700
2009-12-31,31.9500
2010-01-01,
2010-01-04,31.6500
2010-01-05,31.8900
2010-01-06,31.8300
2010-01-07,31.8500
2010-01-08,31.8200
2010-01-11,31.7500
2010-01-12,31.8000
2010-01-13,31.7500
2010-01-14,31.7500
2010-01-15,31.7900
2010-01-18,
2010-01-19,31.8300
2010-01-20,31.9700
2010-01-21,31.9200
2010-01-22,31.9800
2010-01-25,31.9100
2010-01-26,32.0400
2010-01-27,32.0100
2010-01-28,31.9700
2010-01-29,31.9400
2010-02-01,32.0400
2010-02-02,32.0400
2010-02-03,31.9800
2010-02-04,32.0700
2010-02-05,32.1000
2010-02-08,32.1400
2010-02-09,32.0500
2010-02-10,32.0800
2010-02-11,32.0500
2010-02-12,32.0800
2010-02-15,
2010-02-16,32.0700
2010-02-17,31.9900
2010-02-18,32.0400
2010-02-19,32.0800
2010-02-22,32.0200
2010-02-23,32.0800
2010-02-24,32.0600
2010-02-25,32.0900
2010-02-26,32.1200
2010-03-01,32.0400
2010-03-02,32.0100
2010-03-03,31.9500
2010-03-04,31.9400
2010-03-05,31.9100
2010-03-08,31.8500
2010-03-09,31.8000
2010-03-10,31.8300
2010-03-11,31.7500
2010-03-12,31.7300
2010-03-15,31.8300
2010-03-16,31.8100
2010-03-17,31.7000
2010-03-18,31.7400
2010-03-19,31.7300
2010-03-22,31.7900
2010-03-23,31.8200
2010-03-24,31.8100
2010-03-25,31.8300
2010-03-26,31.8700
2010-03-29,31.8200
2010-03-30,31.7800
2010-03-31,31.7300
2010-04-01,31.7400
2010-04-02,31.7400
2010-04-05,31.7000
2010-04-06,31.6700
2010-04-07,31.5800
2010-04-08,31.6000
2010-04-09,31.5300
2010-04-12,31.5200
2010-04-13,31.5570
2010-04-14,31.3800
2010-04-15,31.3500
2010-04-16,31.3500
2010-04-19,31.4800
2010-04-20,31.3900
2010-04-21,31.3800
2010-04-22,31.4200
2010-04-23,31.3800
2010-04-26,31.3100
2010-04-27,31.3400
2010-04-28,31.4600
2010-04-29,31.3000
2010-04-30,31.3100
2010-05-03,31.4000
2010-05-04,31.4200
2010-05-05,31.5400
2010-05-06,31.6700
2010-05-07,31.7700
2010-05-10,31.5600
2010-05-11,31.6400
2010-05-12,31.6600
2010-05-13,31.6400
2010-05-14,31.7800
2010-05-17,31.8500
2010-05-18,31.8300
2010-05-19,32.0400
2010-05-20,32.1000
2010-05-21,32.1500
2010-05-24,32.1000
2010-05-25,32.3300
2010-05-26,32.1800
2010-05-27,32.0300
2010-05-28,32.0000
2010-05-31,
2010-06-01,32.3300
2010-06-02,32.1800
2010-06-03,32.1600
2010-06-04,32.2500
2010-06-07,32.4200
2010-06-08,32.4300
2010-06-09,32.4000
2010-06-10,32.3800
2010-06-11,32.4000
2010-06-14,32.2000
2010-06-15,32.2800
2010-06-16,32.2200
2010-06-17,32.2200
2010-06-18,32.1200
2010-06-21,31.7400
2010-06-22,32.0800
2010-06-23,31.9880
2010-06-24,32.0260
2010-06-25,32.0700
2010-06-28,32.0400
2010-06-29,32.1700
2010-06-30,32.2700
2010-07-01,32.1900
2010-07-02,32.2100
2010-07-05,
2010-07-06,32.1800
2010-07-07,32.1600
2010-07-08,32.1030
2010-07-09,32.0500
2010-07-12,32.0800
2010-07-13,32.1300
2010-07-14,32.1100
2010-07-15,32.1100
2010-07-16,32.0800
2010-07-19,32.1400
2010-07-20,32.1600
2010-07-21,32.1400
2010-07-22,32.1000
2010-07-23,32.0900
2010-07-26,32.0600
2010-07-27,31.9800
2010-07-28,32.0000
2010-07-29,31.9400
2010-07-30,31.9500
2010-08-02,31.7600
2010-08-03,31.7500
2010-08-04,31.7900
2010-08-05,31.7600
2010-08-06,31.7000
2010-08-09,31.6500
2010-08-10,31.7500
2010-08-11,31.8000
2010-08-12,31.9200
2010-08-13,31.9000
2010-08-16,31.9200
2010-08-17,31.8600
2010-08-18,31.8500
2010-08-19,31.8900
2010-08-20,31.9200
2010-08-23,31.9000
2010-08-24,31.9800
2010-08-25,32.0200
2010-08-26,32.0000
2010-08-27,31.9800
2010-08-30,32.0200
2010-08-31,32.0100
2010-09-01,31.9900
2010-09-02,31.9600
2010-09-03,31.8700
2010-09-06,
2010-09-07,31.9400
2010-09-08,31.9000
2010-09-09,31.8400
2010-09-10,31.8200
2010-09-13,31.6800
2010-09-14,31.7200
2010-09-15,31.7200
2010-09-16,31.6600
2010-09-17,31.6500
2010-09-20,31.6300
2010-09-21,31.5800
2010-09-22,31.5200
2010-09-23,31.5400
2010-09-24,31.3400
2010-09-27,31.3500
2010-09-28,31.4100
2010-09-29,31.1500
2010-09-30,31.1900
2010-10-01,31.3000
2010-10-04,31.2400
2010-10-05,31.0600
2010-10-06,30.8600
2010-10-07,30.7400
2010-10-08,30.8400
2010-10-11,
2010-10-12,30.9800
2010-10-13,30.8400
2010-10-14,30.6600
2010-10-15,30.6600
2010-10-18,30.7500
2010-10-19,30.8900
2010-10-20,30.8300
2010-10-21,30.7400
2010-10-22,30.8300
2010-10-25,30.4200
2010-10-26,30.6500
2010-10-27,30.7400
2010-10-28,30.6300
2010-10-29,30.6000
2010-11-01,30.5000
2010-11-02,30.4500
2010-11-03,30.4200
2010-11-04,30.1700
2010-11-05,30.1900
2010-11-08,30.1800
2010-11-09,30.1400
2010-11-10,30.1200
2010-11-11,
2010-11-12,30.2200
2010-11-15,30.1900
2010-11-16,30.2500
2010-11-17,30.4400
2010-11-18,30.2700
2010-11-19,30.2700
2010-11-22,30.1500
2010-11-23,30.5100
2010-11-24,30.4400
2010-11-25,
2010-11-26,30.4600
2010-11-29,30.5200
2010-11-30,30.4700
2010-12-01,30.3700
2010-12-02,30.3400
2010-12-03,30.2200
2010-12-06,30.1400
2010-12-07,30.0800
2010-12-08,30.1600
2010-12-09,30.1600
2010-12-10,30.1700
2010-12-13,30.0100
2010-12-14,29.8900
2010-12-15,29.8700
2010-12-16,29.8500
2010-12-17,29.9000
2010-12-20,29.9200
2010-12-21,29.8500
2010-12-22,29.8200
2010-12-23,29.8200
2010-12-24,
2010-12-27,29.4800
2010-12-28,29.4600
2010-12-29,29.2800
2010-12-30,29.1400
2010-12-31,
2011-01-03,29.0800
2011-01-04,29.1700
2011-01-05,29.1700
2011-01-06,29.2600
2011-01-07,29.3600
2011-01-10,29.2600
2011-01-11,29.1300
2011-01-12,29.1800
2011-01-13,28.9800
2011-01-14,29.0200
2011-01-17,
2011-01-18,29.0200
2011-01-19,29.0200
2011-01-20,29.2400
2011-01-21,29.0800
2011-01-24,29.0500
2011-01-25,29.0200
2011-01-26,29.0600
2011-01-27,29.0300
2011-01-28,29.0500
2011-01-31,29.0300
2011-02-01,29.0200
2011-02-02,29.0200
2011-02-03,29.0300
2011-02-04,29.0300
2011-02-07,29.0300
2011-02-08,28.9000
2011-02-09,28.7800
2011-02-10,28.9300
2011-02-11,29.1700
2011-02-14,29.3500
2011-02-15,29.4300
2011-02-16,29.4300
2011-02-17,29.4200
2011-02-18,29.4000
2011-02-21,
2011-02-22,29.5300
2011-02-23,29.5700
2011-02-24,29.7600
2011-02-25,29.7400
2011-02-28,29.7400
2011-03-01,29.5400
2011-03-02,29.6300
2011-03-03,29.4700
2011-03-04,29.3600
2011-03-07,29.3500
2011-03-08,29.4200
2011-03-09,29.3500
2011-03-10,29.4600
2011-03-11,29.5600
2011-03-14,29.4800
2011-03-15,29.5400
2011-03-16,29.5300
2011-03-17,29.5500
2011-03-18,29.5900
2011-03-21,29.5600
2011-03-22,29.5600
2011-03-23,29.5700
2011-03-24,29.5700
2011-03-25,29.4300
2011-03-28,29.4800
2011-03-29,29.4700
2011-03-30,29.4700
2011-03-31,29.4000
2011-04-01,29.2500
2011-04-04,29.2400
2011-04-05,29.3100
2011-04-06,28.9900
2011-04-07,28.9400
2011-04-08,28.9200
2011-04-11,28.9800
2011-04-12,29.0800
2011-04-13,29.0000
2011-04-14,29.0000
2011-04-15,29.0400
2011-04-18,29.0800
2011-04-19,29.0700
2011-04-20,29.0000
2011-04-21,28.8500
2011-04-22,28.8800
2011-04-25,28.8900
2011-04-26,28.9000
2011-04-27,28.8600
2011-04-28,28.6800
2011-04-29,28.6700
2011-05-02,28.6700
2011-05-03,28.5600
2011-05-04,28.5600
2011-05-05,28.6200
2011-05-06,28.6000
2011-05-09,28.6100
2011-05-10,28.5900
2011-05-11,28.5000
2011-05-12,28.5800
2011-05-13,28.6400
2011-05-16,28.8000
2011-05-17,28.8400
2011-05-18,28.8400
2011-05-19,28.8200
2011-05-20,28.8100
2011-05-23,28.9000
2011-05-24,28.9200
2011-05-25,28.9900
2011-05-26,28.8900
2011-05-27,28.8700
2011-05-30,
2011-05-31,28.6400
2011-06-01,28.5800
2011-06-02,28.7700
2011-06-03,28.6600
2011-06-06,28.6200
2011-06-07,28.7200
2011-06-08,28.7100
2011-06-09,28.7100
2011-06-10,28.7800
2011-06-13,28.8200
2011-06-14,28.8400
2011-06-15,28.8200
2011-06-16,28.9200
2011-06-17,28.9900
2011-06-20,28.9500
2011-06-21,28.8600
2011-06-22,28.8400
2011-06-23,28.8600
2011-06-24,28.8800
2011-06-27,28.9400
2011-06-28,28.9000
2011-06-29,28.9000
2011-06-30,28.7900
2011-07-01,28.7500
2011-07-04,
2011-07-05,28.7700
2011-07-06,28.8300
2011-07-07,28.8100
2011-07-08,28.7500
2011-07-11,28.8200
2011-07-12,28.9100
2011-07-13,28.8700
2011-07-14,28.8100
2011-07-15,28.8700
2011-07-18,28.9300
2011-07-19,28.8800
2011-07-20,28.8600
2011-07-21,28.8800
2011-07-22,28.8100
2011-07-25,28.8500
2011-07-26,28.8200
2011-07-27,28.7700
2011-07-28,28.8300
2011-07-29,28.8800
2011-08-01,28.8000
2011-08-02,28.8600
2011-08-03,28.9200
2011-08-04,28.9400
2011-08-05,29.0100
2011-08-08,28.9800
2011-08-09,29.0200
2011-08-10,28.9500
2011-08-11,28.9800
2011-08-12,28.9700
2011-08-15,28.9400
2011-08-16,28.9200
2011-08-17,28.9500
2011-08-18,28.9700
2011-08-19,29.0000
2011-08-22,29.0100
2011-08-23,28.9600
2011-08-24,29.0100
2011-08-25,29.0000
2011-08-26,29.0300
2011-08-29,29.0200
2011-08-30,29.0200
2011-08-31,28.9900
2011-09-01,28.9300
2011-09-02,29.0000
2011-09-05,
2011-09-06,29.1000
2011-09-07,29.1000
2011-09-08,29.1400
2011-09-09,29.2000
2011-09-12,29.2800
2011-09-13,29.4700
2011-09-14,29.5700
2011-09-15,29.6200
2011-09-16,29.5400
2011-09-19,29.7300
2011-09-20,29.8800
2011-09-21,29.9400
2011-09-22,30.4000
2011-09-23,30.3800
2011-09-26,30.4800
2011-09-27,30.4600
2011-09-28,30.4100
2011-09-29,30.4500
2011-09-30,30.4500
2011-10-03,30.6200
2011-10-04,30.6700
2011-10-05,30.6200
2011-10-06,30.6000
2011-10-07,30.4700
2011-10-10,
2011-10-11,30.3200
2011-10-12,30.3500
2011-10-13,30.2600
2011-10-14,30.2800
2011-10-17,30.1100
2011-10-18,30.1600
2011-10-19,30.1200
2011-10-20,30.2500
2011-10-21,30.2700
2011-10-24,30.0600
2011-10-25,30.1100
2011-10-26,30.1000
2011-10-27,30.0400
2011-10-28,29.8600
2011-10-31,29.9100
2011-11-01,30.0700
2011-11-02,30.0800
2011-11-03,30.2000
