ym,year,month,tai_cpi,us_cpi,observation_date,date,fx_twdusd,ln_fx,ln_tw_cpi,ln_us_cpi,q
2022m9,2022,9,103.49,296.80801,2022-09-01,01sep2022,31.278572,3.4429333,4.6394749,5.6930857,4.4965439
2022m10,2022,10,103.77,298.01199,2022-10-01,01oct2022,31.959,3.4644539,4.6421771,5.6971335,4.5194101
2022m11,2022,11,103.62,297.711,2022-11-01,01nov2022,31.433001,3.4478583,4.6407304,5.6961231,4.5032511
2022m12,2022,12,103.78,296.797,2022-12-01,01dec2022,30.65238,3.4227104,4.6422734,5.6930485,4.4734855
2023m1,2023,1,104.71,299.17001,2023-01-01,01jan2023,30.386499,3.4139984,4.6511946,5.7010121,4.4638157
2023m2,2023,2,104.06,300.84,2023-02-01,01feb2023,30.228947,3.4087999,4.6449676,5.7065787,4.4704113
2023m3,2023,3,104.32,301.836,2023-03-01,01mar2023,30.535217,3.4188807,4.6474633,5.7098837,4.4813013
2023m4,2023,4,105.11,303.36301,2023-04-01,01apr2023,30.5595,3.4196756,4.6550074,5.7149301,4.479598
2023m5,2023,5,105.04,304.12701,2023-05-01,01may2023,30.729092,3.4252098,4.6543412,5.7174454,4.4883137
2023m6,2023,6,105.16,305.10901,2023-06-01,01jun2023,30.840477,3.428828,4.6554828,5.7206693,4.4940147
2023m7,2023,7,105.26,305.69101,2023-07-01,01jul2023,31.2005,3.4404342,4.6564336,5.7225747,4.5065756
2023m8,2023,8,105.85,307.026,2023-08-01,01aug2023,31.823914,3.460218,4.6620231,5.7269325,4.5251274
2023m9,2023,9,106.52,307.789,2023-09-01,01sep2023,32.043499,3.4670944,4.6683326,5.7294145,4.5281763
2023m10,2023,10,106.92,307.67099,2023-10-01,01oct2023,32.30238,3.4751408,4.672081,5.7290311,4.5320911
2023m11,2023,11,106.62,307.05099,2023-11-01,01nov2023,31.875,3.461822,4.669271,5.7270141,4.5195651
2023m12,2023,12,106.58,306.746,2023-12-01,01dec2023,31.34,3.4448953,4.6688957,5.7260199,4.5020194
